Fecha,Hora,Modo,Puntaje,Duracion_Total,Detalle_Pasos,Momentos_Seleccionados
2026-01-26,17:14:45,Evaluación,86,238,P3:35s(Correcto) | P4:51s(Correcto) | P5:28s(Correcto) | P6:37s(Correcto) | P7:47s(Correcto) | P8:38s(Correcto),1
